CO_PROCEDIMENTO,Descricao,ValorTUNEP,TP_PROCEDIMENTO
702040460,PATCH ORGANICO (CM),"20,00",H
702040479,PATCH ORGANICO ( CM),"50,00",H
702040487,PROTESE INTRALUMINAL ARTERIAL PERIFERICA COM STENT,"2.680,00",H
702040517,PROTESE INTRALUMINAL ARTERIAL PERIFERICA C/STENT N/R,"2.580,00",H
702040533,PROTESE INTRALUMINAL CORONARIANA COM BALAO (),"1,00",H
702040541,PROTESE VALVULAR BIOLOGICA (),"1,00",H
702040550,PROTESE VALVULAR BIOLOGICA SEM SUPORTE OU ANEL,"1.060,00",H
702040568,PROTESE VALVULAR MEC. DE BAIXO PERFIL(DISCO) (),"1,00",H
702040576,PROTESE VALVULAR - MECANICA DE DUPLO FOLHETO (),"1,00",H
702040584,SISTEMA DE COLOCACAO DE COILS,"1.250,00",H
702040592,SISTEMA DE ELETRODOS PARA ESTIMULACAO MUTI-SITIO (),"1,00",H
702040606,SIST DE PROTECAO CEREBRAL P/PROTESE INTRALUMINAL CA,"3.570,00",H
702050016,BOMBA CENTRIFUGA DESCARTAVEL PARA USO EM CEC E/OU,"729,56",H
702050024,CANULA PARA TRAQUEOSTOMIA SEM BALAO,"8,93",H
702050032,CARGA PARA GRAMPEADOR LINEAR,"254,00",H
702050040,CARGA PARA GRAMPEADOR LINEAR CORTANTE,"254,00",H
702050059,CATETER BALAO P/EMBOLECTOMIA ARTERIAL OU VENOSA (,"1,00",H
702050067,CATETER DE TERMODILUICAO,"237,02",H
702050075,CATETER DE TERMODILUICAO CONTINUA (),"1,00",H
702050083,CATETER MULTIPERFURADO PARA INFUSAO DE DROGAS,"195,45",H
702050091,CATETER PARA ACESSO VENOSO CENTRAL SEMI OU TOTALM,"204,00",H
702050105,HISTOACRYL (FRASCO),"500,00",H
702050121,CONJUNTO DESCARTAVEL DE BALAO INTRA-AORTICO,"1.823,94",H
702050130,CONJUNTO PARA AUTOTRANSFUSAO (),"1,00",H
702050148,DISPOSITIVO DE BLOQUEIO (),"1,00",H
702050156,DISPOSITIVO INTERSOMATICO DE MANUTENCAO DE ESPACO,"1.250,00",H
702050164,ESPACADOR DE TENDAO,"36,62",H
702050172,FIO MONONYLON .,"8,00",H
702050180,FIO MONONYLON .,"9,00",H
702050199,FIOS MALEAVEIS DE CERCLAGEM PARA COLUNA; DE TITANIO,"102,00",H
702050229,GANCHO LAMINAR INFERIOR DE DISTRACAO-SISTEMA HARRIN,"610,00",H
702050237,GANCHO LAMINAR SUPERIOR DE DISTRACAO-SISTEMA HARR,"610,00",H
702050245,GANCHOS LAMINARES DE COMPRESSAO-SISTEMA HARRINGT,"610,00",H
702050261,GRAMPEADOR CIRCULAR INTRALUMINAL (),"1,00",H
702050270,GRAMPEADOR LINEAR (),"1,00",H
702050288,GRAMPEADOR LINEAR CORTANTE (),"1,00",H
702050296,HALO CRANIANO ASSOCIADO A DISPOSITIVO TIPO VESTE,"790,00",H
702050300,HASTE DE COMPRESSAO (),"1,00",H
702050318,HASTE DE DISTRACAO (),"1,00",H
702050326,HASTE LISA TIPO LUQUE LISA (),"1,00",H
702050334,HASTES PARA ASSOCIACAO COM PARAFUSOS; DE TITANIO (,"1,00",H
702050342,INTRODUTOR VALVULADO,"97,48",H
702050350,MICRO CATETER (),"1,00",H
702050369,MICRO GUIA (),"1,00",H
702050377,PARAFUSOS ASSOCIAVEIS A PLACAS TORACO-LOMBO-SACRA,"378,00",H
702050407,PARAFUSOS ASSOCIAVEIS A PLACAS CERVICAIS; DE TITANIO,"162,00",H
702050415,PARAFUSOS ASSOCIAVEIS A PLACAS TORACO-LOMBO-SACRA,"193,00",H
702050423,PARTICULAS DE PVA (FRASCO) (),"1,00",H
702050431,PATCH INORGANICO (Ate cm),"260,00",H
702050440,PATCH ORGANICO (Ate cm) (),"260,00",H
702050458,PLACAS CERVICAIS ASSOCIADAS A PARAFUSOS INTRA-SOMA,"2.230,00",H
702050466,PLACAS CERVICAIS ASSOCIADAS A PARAFUSOS PARA FIXACA,"1.180,00",H
702050474,PLACA DE RECONSTRUCAO DE TITANIO P/FRATURA DE MAND,"894,00",H
702050482,PLACA ESPECIFICA DE TITANIO P/MINI OU MICRO FRAGMENTO,"281,00",H
702050490,PLACAS TORACO-LOMBO-SACRAL ASSOCIADAS A PARAFUSO,"2.530,00",H
702050504,PROTESE PARA ESOFAGO,"75,47",H
702050512,RETANGULO TIPO HARTSHILL OU SIMILAR (),"1,00",H
702050520,SISTEMA PARA FIXACAO TRANSVERSAL; DE TITANIO (),"1,00",H
702050539,SUBSTITUTO TEMP. DE PELE (BIOL./SINTE). (POR CM),"2,00",H
702050547,TELA INORGANICA DE POLIPROPILENO COM SISTEMA DUPLO,"260,00",H
702050555,TELA INORGANICA DE POLIPROPILENO GRANDE,"150,00",H
702050563,TELA INORGANICA DE POLIPROPILENO MeDIA,"125,00",H
702050571,TELA INORGANICA DE POLIPROPILENO PEQUENA,"102,00",H
702050580,VALVULA PARA TRATATO DE ASCITE,"1.035,00",H
702050784,BARRA SACRAL,"70,00",H
702050792,FIO TIPO STEINMAN ROSQUEADO,"12,00",H
702060011,CATETER URETRAL DUPLO J,"180,00",H
702060020,IMPLANTE PENIANO MALEAVEL/PAR,"660,00",H
702080012,EXPANSOR PARA RECONSTRUCAO MAMARIA,"612,00",H
702080020,PROTESE GLUTEA DE SILICONE (PAR),"1.980,00",H
702080039,PROTESE MAMARIA DE SILICONE,"744,00",H
702090018,PROTESE DE ACO-TEFLON,"41,27",H
702090034,PROTESE PARA IMPLANTE COCLEAR MULTICANAL (),"1,00",H
702090042,"PROTESE VOCAL POS LARINGECTOMIA, COM ADAPTADORES ","375,00",H
702110019,PLACA TERMOMOLDAVEL - CERVICAL (),"1,00",H
702110027,PLACA TERMOMOLDAVEL - MEMBRO INFERIOR (),"1,00",H
702110035,PLACA TERMOMOLDAVEL - MEMBRO SUPERIOR (),"1,00",H
702120014,LIQUIDO DE PRESERVACAO DE ORGAOS P TRANSPLANTE DE,"35,00",H
702120022,LIQUIDO DE PRESERVACAO DE ORGAOS PARA TRANPLANTE,"615,00",H
702120030,LIQUIDO PRESERVACAO ORGAOS P/TRANSPLANTE PANCRE,"615,00",H
702120049,LIQUIDO DE PRESERVACAO DE ORGAOS P TRANSPLANTE DE,"81,00",H
702120057,LIQUIDO DE PRESERVACAO DE ORGAOS PARA TRANSPLANTE,"35,00",H
702120065,LIQUIDO DE PRESERVACAO DE ORGAOS P TRANPLANTE DE C,"148,00",H
801010039,INCENTIVO AO PARTO COMPONENTE I - INCENTIVO A ASSISTE,"70,00",H
801010047,INCENTIVO AO REGISTRO CIVIL DE NASCIMENTO,"5,00",H
802010040,DIARIA DE ACOMPANHANTE PARA PACIENTES IDOSOS,"15,00",H
802010059,DIARIA DE ACOMPANHANTE PARA PACIENTES IDOSOS SEM P,"8,00",H
802010067,DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS NEONAT,"123,20",H
802010075,DIARIA DE UTI III PEDIATRICA / MES INICIAL,"812,10",H
802010083,DIARIA DE UTI II / MES INICIAL,"812,10",H
802010091,DIARIA DE UTI III / MES INICIAL,"812,10",H
802010113,DIARIA DE UTI DE QUEIMADOS INICIAL,"287,70",H
802010121,DIARIA DE UTI II NEONATAL / MES INICIAL,"812,10",H
802010130,DIARIA DE UTI III - NEONATAL / MES INICIAL,"812,10",H
802010156,DIARIA DE UTI II PEDIATRICA / MES INICIAL,"812,10",H
802010199,PERMANENCIA MAIOR,"50,50",H
802020011,PERFUSIONISTA,"60,00",H
802020020,NOTIFICACAO DE CAUSAS EXTERNAS E AGRAVOS,"2,38",H
